halia	h a l i a
halilintar	h a l i l i n t a r
halim	h a l i m
halimun	h a l i m u n
halipan	h a l i p a n
halnya	h a l ɲ a
halo	h a l o
halte	h a l t ə
haluan	h a l u a n
halus	h a l u s
halusi	h a l u s i
halwa	h a l w a
ham	h a m
hama	h a m a
hamba	h a m b a
hambar	h a m b a r
hambat	h a m b a t
hambatan	h a m b a t a n
hambur	h a m b u r
hamburan	h a m b u r a n
hamil	h a m i l
hamis	h a m i s
hampa	h a m p a
hampar	h a m p a r
hampas	h a m p a s
hampir	h a m p i r
hampiran	h a m p i r a n
hamun	h a m u n
hamzah	h a m z a h
hancing	h a n tʃ i ŋ
hancur	h a n tʃ u r
hancurkan	h a n tʃ u r k a n
handai	h a n d a i
handal	h a n d a l
handalan	h a n d a l a n
handuk	h a n d u ʔ
hang	h a ŋ
hangat	h a ŋ a t
hanggar	h a ŋ ɡ a r
hangit	h a ŋ i t
hangus	h a ŋ u s
hanif	h a n i f
hantam	h a n t a m
hantar	h a n t a r
hantaran	h a n t a r a n
hantu	h a n t u
hanya	h a ɲ a
hanyalah	h a ɲ a l a h
hanyir	h a ɲ i r
hanyut	h a ɲ u t
hanyutkan	h a ɲ u t k a n
hapak	h a p a ʔ
hapus	h a p u s
hara	h a r a
haram	h a r a m
harap	h a r a p
harapan	h a r a p a n
harapannya	h a r a p a n ɲ a
harapkan	h a r a p k a n
hardik	h a r d i ʔ
harem	h a r ə m
harfiah	h a r f i a h
harga	h a r ɡ a
harganya	h a r ɡ a ɲ a
hari	h a r i
harian	h a r i a n
harimau	h a r i m a u
harinya	h a r i ɲ a
haris	h a r i s
harkat	h a r k a t
harmoni	h a r m o n i
harmonika	h a r m o n i k a
harmonis	h a r m o n i s
harmonium	h a r m o n i u m
harpa	h a r p a
harta	h a r t a
hartanya	h a r t a ɲ a
hartawan	h a r t a w a n
haru	h a r u
haruan	h a r u a n
harum	h a r u m
harung	h a r u ŋ
harus	h a r u s
haruslah	h a r u s l a h
harusnya	h a r u s ɲ a
has	h a s
hasad	h a s a d
hasan	h a s a n
hasil	h a s i l
hasilan	h a s i l a n
hasilnya	h a s i l ɲ a
hasrat	h a s r a t
hasta	h a s t a
hasut	h a s u t
hasutan	h a s u t a n
hati	h a t i
hatiku	h a t i k u
hatilah	h a t i l a h
hatimu	h a t i m u
hatinya	h a t i ɲ a
hatta	h a t t a
haus	h a u s
hawa	h a w a
hayat	h a j a t
hayati	h a j a t i
hayatnya	h a j a t ɲ a
hebah	h e b a h
hebat	h e b a t
hebatnya	h e b a t ɲ a
heboh	h e b o h
heksameter	h e ʔ s a m e t ə r
hektar	h e ʔ t a r
hektogram	h e ʔ t o ɡ r a m
hela	h e l a
helah	h e l a h
helai	h ə l a i
helaian	h ə l a i a n
helang	h ə l a ŋ
helikopter	h e l i k o p t ə r
helium	h e l i u m
helm	h e l m
hemat	h e m a t
hembus	h ə m b u s
hembusan	h ə m b u s a n
hempas	h ə m p a s
hendak	h ə n d a ʔ
hendaki	h ə n d a k i
hendakkan	h ə n d a ʔ k a n
hendaklah	h ə n d a ʔ l a h
hendaknya	h ə n d a ʔ ɲ a
hendap	h ə n d a p
heng	h e ŋ
hening	h ə n i ŋ
hentakan	h ə n t a k a n
hentam	h ə n t a m
henti	h ə n t i
hentian	h ə n t i a n
hentinya	h ə n t i ɲ a
hepatitis	h e p a t i t i s
heran	h e r a n
herba	h e r b a
herbivor	h e r b i v o r
herder	h e r d ə r
hero	h e r o
heroin	h e r o i n
herot	h e r o t
heterogen	h e t ə r o ɡ e n
hewan	h e w a n
hias	h i a s
hiasan	h i a s a n
hiaskan	h i a s k a n
hiba	h i b a
hibur	h i b u r
hiburan	h i b u r a n
hidang	h i d a ŋ
hidangan	h i d a ŋ a n
hidangkan	h i d a ŋ k a n
hidayah	h i d a j a h
hidraulika	h i d r a u l i k a
hidraulis	h i d r a u l i s
hidro	h i d r o
hidro-elektrik	h i d r o - e l e ʔ t r i ʔ
hidrogen	h i d r o ɡ e n
hidrografi	h i d r o ɡ r a f i
hidrokarbon	h i d r o k a r b o n
hidrolik	h i d r o l i ʔ
hidrologi	h i d r o l o ɡ i
hidroponik	h i d r o p o n i ʔ
hidu	h i d u
hidung	h i d u ŋ
hidungnya	h i d u ŋ ɲ a
hidup	h i d u p
hidupan	h i d u p a n
hidupku	h i d u p k u
hiduplah	h i d u p l a h
hidupmu	h i d u p m u
hidupnya	h i d u p ɲ a
hierarki	h i e r a r k i
hijau	h i dʒ a u
hijauan	h i dʒ a u a n
hijrah	h i dʒ r a h
hikayat	h i k a j a t
hikmah	h i ʔ m a h
hikmat	h i ʔ m a t
hilal	h i l a l
hilang	h i l a ŋ
hilangnya	h i l a ŋ ɲ a
hilir	h i l i r
hiliran	h i l i r a n
himne	h i m n ə
himpit	h i m p i t
himpitan	h i m p i t a n
himpun	h i m p u n
himpunan	h i m p u n a n
hina	h i n a
hinakan	h i n a k a n
hindar	h i n d a r
hindu	h i n d u
hingga	h i ŋ ɡ a
hinggap	h i ŋ ɡ a p
hiperbol	h i p ə r b o l
hiperbolis	h i p ə r b o l i s
hipertensi	h i p ə r t e n s i
hipnosis	h i p n o s i s
hipnotis	h i p n o t i s
hipnotisme	h i p n o t i s m ə
hipokrit	h i p o ʔ r i t
hipotek	h i p o t e ʔ
hipotenusa	h i p o t ə n u s a
hipotermia	h i p o t e r m i a
hipotetis	h i p o t e t i s
hirau	h i r a u
hiris	h i r i s
hiruk	h i r u ʔ
hisab	h i s a b
hisap	h i s a p
histeria	h i s t e r i a
histeris	h i s t e r i s
historis	h i s t o r i s
hitam	h i t a m
hitamkan	h i t a m k a n
hitung	h i t u ŋ
hitungan	h i t u ŋ a n
hitungannya	h i t u ŋ a n ɲ a
hiu	h i u
hobi	h o b i
hobinya	h o b i ɲ a
hoki	h o k i
homo	h o m o
homogen	h o m o ɡ e n
homonim	h o m o n i m
homoseks	h o m o s e ʔ s
homoseksual	h o m o s e ʔ s u a l
homoseksualitas	h o m o s e ʔ s u a l i t a s
honda	h o n d a
hong	h o ŋ
honor	h o n o r
hore	h o r e
hormat	h o r m a t
hormon	h o r m o n
hortikultura	h o r t i k u l t u r a
hospital	h o s p i t a l
hostel	h o s t e l
hotel	h o t e l
hubung	h u b u ŋ
hubungan	h u b u ŋ a n
hubungannya	h u b u ŋ a n ɲ a
hubungi	h u b u ŋ i
huda	h u d a
hudud	h u d u d
hujah	h u dʒ a h
hujan	h u dʒ a n
hujat	h u dʒ a t
hujung	h u dʒ u ŋ
hukum	h u k u m
hukuman	h u k u m a n
hukumannya	h u k u m a n ɲ a
hukumnya	h u k u m ɲ a
hulu	h u l u
hulubalang	h u l u b a l a ŋ
hulur	h u l u r
huma	h u m a
humanisme	h u m a n i s m ə
humor	h u m o r
humus	h u m u s
hunus	h u n u s
hura	h u r a
huria	h u r i a
huru	h u r u
huru-hara	h u r u - h a r a
huruf	h u r u f
hutan	h u t a n
hutang	h u t a ŋ
huyung	h u j u ŋ
hwee	h w e e
ia	i a
ialah	i a l a h
ianya	i a ɲ a
iba	i b a
iba'	i b a ʔ
ibadah	i b a d a h
ibadat	i b a d a t
iban	i b a n
ibarat	i b a r a t
ibaratkan	i b a r a t k a n
iblis	i b l i s
ibu	i b u
ibumu	i b u m u
ibunda	i b u n d a
ibunya	i b u ɲ a
id	i d
idam	i d a m
idaman	i d a m a n
idap	i d a p
ide	i d e
ideal	i d e a l
idealis	i d e a l i s
idealisme	i d e a l i s m ə
idealistis	i d e a l i s t i s
identifikasi	i d e n t i f i k a s i
identik	i d e n t i ʔ
identitas	i d e n t i t a s
ideologi	i d e o l o ɡ i
ideologis	i d e o l o ɡ i s
idola	i d o l a
idulfitri	i d u l f i t r i
iga	i ɡ a
igau	i ɡ a u
igauan	i ɡ a u a n
ihsan	i h s a n
ihwal	i h w a l
ijazah	i dʒ a z a h
ijtihad	i dʒ t i h a d
ijuk	i dʒ u ʔ
ikal	i k a l
ikan	i k a n
ikat	i k a t
ikatan	i k a t a n
ikatannya	i k a t a n ɲ a
ikhlas	i x l a s
ikhtiar	i x t i a r
ikhtisar	i x t i s a r
iklan	i ʔ l a n
iklim	i ʔ l i m
ikon	i k o n
ikrar	i ʔ r a r
iktibar	i ʔ t i b a r
ikut	i k u t
ikutan	i k u t a n
ilah	i l a h
ilahi	i l a h i
ilegal	i l e ɡ a l
ilham	i l h a m
ilmiah	i l m i a h
ilmu	i l m u
ilmuwan	i l m u w a n
ilusi	i l u s i
ilustrasi	i l u s t r a s i
imajinasi	i m a dʒ i n a s i
imajinatif	i m a dʒ i n a t i f
imam	i m a m
imamat	i m a m a t
iman	i m a n
imanku	i m a n k u
imanmu	i m a n m u
imannya	i m a n ɲ a
imbal	i m b a l
imbalan	i m b a l a n
imbang	i m b a ŋ
imbangan	i m b a ŋ a n
imbas	i m b a s
imbasan	i m b a s a n
imbau	i m b a u
imbauan	i m b a u a n
imbuh	i m b u h
imbuhan	i m b u h a n
imej	i m e dʒ
imigran	i m i ɡ r a n
imigrasi	i m i ɡ r a s i
imigresen	i m i ɡ r e s ə n
iming	i m i ŋ
imitasi	i m i t a s i
impak	i m p a ʔ
imperialis	i m p e r i a l i s
imperialisme	i m p e r i a l i s m ə
impian	i m p i a n
impiannya	i m p i a n ɲ a
impit	i m p i t
impitan	i m p i t a n
implementasi	i m p l e m e n t a s i
implikasi	i m p l i k a s i
impor	i m p o r
import	i m p o r t
importir	i m p o r t i r
impoten	i m p o t e n
impresario	i m p r e s a r i o
impresionisme	i m p r e s i o n i s m ə
improvisasi	i m p r o v i s a s i
imun	i m u n
imunisasi	i m u n i s a s i
imut	i m u t
inai	i n a i
inang	i n a ŋ
inap	i n a p
inas	i n a s
inaugurasi	i n a u ɡ u r a s i
incar	i n tʃ a r
inci	i n tʃ i
indah	i n d a h
indekos	i n d ə k o s
indeks	i n d e ʔ s
indera	i n d ə r a
india	i n d i a
indik	i n d i ʔ
indikasi	i n d i k a s i
indikatif	i n d i k a t i f
individu	i n d i v i d u
individual	i n d i v i d u a l
individualis	i n d i v i d u a l i s
individualisme	i n d i v i d u a l i s m ə
individualistis	i n d i v i d u a l i s t i s
indoktrinasi	i n d o ʔ t r i n a s i
indra	i n d r a
induk	i n d u ʔ
induksi	i n d u ʔ s i
induktif	i n d u ʔ t i f
indung	i n d u ŋ
industri	i n d u s t r i
industrialis	i n d u s t r i a l i s
industrialisasi	i n d u s t r i a l i s a s i
industriawan	i n d u s t r i a w a n
infanteri	i n f a n t ə r i
infeksi	i n f e ʔ s i
infiltrasi	i n f i l t r a s i
infinitif	i n f i n i t i f
inflasi	i n f l a s i
infleksi	i n f l e ʔ s i
influenza	i n f l u e n z a
info	i n f o
informal	i n f o r m a l
informan	i n f o r m a n
informasi	i n f o r m a s i
inframerah	i n f r a m e r a h
infrastruktur	i n f r a s t r u ʔ t u r
infus	i n f u s
inga	i ŋ a
ingat	i ŋ a t
ingatan	i ŋ a t a n
ingatanku	i ŋ a t a n k u
ingatanmu	i ŋ a t a n m u
ingatannya	i ŋ a t a n ɲ a
inggeris	i ŋ ɡ ə r i s
inggris	i ŋ ɡ r i s
ingin	i ŋ i n
inginkan	i ŋ i n k a n
ingkar	i ŋ k a r
ingus	i ŋ u s
inheren	i n h e r e n
ini	i n i
inilah	i n i l a h
inisiasi	i n i s i a s i
inisiatif	i n i s i a t i f
injak	i n dʒ a ʔ
injeksi	i n dʒ e ʔ s i
injil	i n dʒ i l
injili	i n dʒ i l i
inkubasi	i n k u b a s i
inkubator	i n k u b a t o r
inovasi	i n o v a s i
inovatif	i n o v a t i f
input	i n p u t
insaf	i n s a f
insan	i n s a n
insang	i n s a ŋ
insani	i n s a n i
insentif	i n s e n t i f
insiden	i n s i d e n
insinuasi	i n s i n u a s i
insinyur	i n s i ɲ u r
inspeksi	i n s p e ʔ s i
inspektorat	i n s p e ʔ t o r a t
inspektur	i n s p e ʔ t u r
inspirasi	i n s p i r a s i
instalasi	i n s t a l a s i
instansi	i n s t a n s i
institusi	i n s t i t u s i
institut	i n s t i t u t
instruksi	i n s t r u ʔ s i
instrumen	i n s t r u m e n
instrumental	i n s t r u m e n t a l
instrumentasi	i n s t r u m e n t a s i
insulin	i n s u l i n
insya	i n ʃ a
intai	i n t a i
intan	i n t a n
integral	i n t e ɡ r a l
integrasi	i n t e ɡ r a s i
integritas	i n t e ɡ r i t a s
intel	i n t e l
intelek	i n t e l e ʔ
intelektual	i n t ə l e ʔ t u a l
inteligensi	i n t e l i ɡ e n s i
inteligensia	i n t e l i ɡ e n s i a
intelijen	i n t ə l i dʒ e n
intendans	i n t e n d a n s
intens	i n t e n s
intensif	i n t e n s i f
intensifikasi	i n t e n s i f i k a s i
intensitas	i n t e n s i t a s
interaksi	i n t ə r a ʔ s i
interaktif	i n t ə r a ʔ t i f
interim	i n t ə r i m
interlokal	i n t ə r l o k a l
intermeso	i n t ə r m e s o
intern	i n t e r n
internal	i n t e r n a l
internasional	i n t ə r n a s i o n a l
internasionalisasi	i n t ə r n a s i o n a l i s a s i
interogasi	i n t e r o ɡ a s i
interpolasi	i n t ə r p o l a s i
interpretasi	i n t ə r p r ə t a s i
interval	i n t ə r v a l
intervensi	i n t ə r v e n s i
interviu	i n t ə r v i u
inti	i n t i
intim	i n t i m
intimidasi	i n t i m i d a s i
intip	i n t i p
intipan	i n t i p a n
intisari	i n t i s a r i
intonasi	i n t o n a s i
intransitif	i n t r a n s i t i f
intrik	i n t r i ʔ
intrinsik	i n t r i n s i ʔ
introduksi	i n t r o d u ʔ s i
introspeksi	i n t r o s p e ʔ s i
introver	i n t r o v e r
intrusi	i n t r u s i
intuisi	i n t u i s i
intuitif	i n t u i t i f
invalid	i n v a l i d
invasi	i n v a s i
inventaris	i n v e n t a r i s
inventarisasi	i n v e n t a r i s a s i
inversi	i n v e r s i
investasi	i n v e s t a s i
investor	i n v e s t o r
invois	i n v o i s
ion	i o n
ionisasi	i o n i s a s i
ionosfer	i o n o s f e r
ipar	i p a r
iparnya	i p a r ɲ a
ipuh	i p u h
irama	i r a m a
iran	i r a n
irasional	i r a s i o n a l
iri	i r i
irigasi	i r i ɡ a s i
iring	i r i ŋ
iringan	i r i ŋ a n
iris	i r i s
irit	i r i t
iritasi	i r i t a s i
ironi	i r o n i
ironis	i r o n i s
isa	i s a
isak	i s a ʔ
isap	i s a p
isapan	i s a p a n
iseng	i s ə ŋ
isi	i s i
isinya	i s i ɲ a
isobar	i s o b a r
isolasi	i s o l a s i
isotop	i s o t o p
istana	i s t a n a
isteri	i s t ə r i
istiadat	i s t i a d a t
istilah	i s t i l a h
istimewa	i s t i m e w a
istirahat	i s t i r a h a t
istri	i s t r i
istriku	i s t r i k u
istrimu	i s t r i m u
istrinya	i s t r i ɲ a
isu	i s u
isyarat	i ʃ a r a t
isytihar	i ʃ t i h a r
italik	i t a l i ʔ
item	i t ə m
itik	i t i ʔ
itil	i t i l
itu	i t u
itulah	i t u l a h
iuran	i u r a n
iya	i j a
izin	i z i n
izzah	i z z a h
jabat	dʒ a b a t
jabatan	dʒ a b a t a n
jabatannya	dʒ a b a t a n ɲ a
jadah	dʒ a d a h
jadi	dʒ a d i
jadikan	dʒ a d i k a n
jadilah	dʒ a d i l a h
jadinya	dʒ a d i ɲ a
jadual	dʒ a d u a l
jadwal	dʒ a d w a l
jaga	dʒ a ɡ a
jagaan	dʒ a ɡ a ʔ a n
jagabaya	dʒ a ɡ a b a j a
jagad	dʒ a ɡ a d
jagal	dʒ a ɡ a l
jagalah	dʒ a ɡ a l a h
jagat	dʒ a ɡ a t
jago	dʒ a ɡ o
jagoan	dʒ a ɡ o a n
jagung	dʒ a ɡ u ŋ
jahanam	dʒ a h a n a m
jahat	dʒ a h a t
jahatnya	dʒ a h a t ɲ a
jahe	dʒ a h e
jahil	dʒ a h i l
jahiliah	dʒ a h i l i a h
jahit	dʒ a h i t
jahitan	dʒ a h i t a n
jaja	dʒ a dʒ a
jajah	dʒ a dʒ a h
jajahan	dʒ a dʒ a h a n
jajak	dʒ a dʒ a ʔ
jajan	dʒ a dʒ a n
jajar	dʒ a dʒ a r
jajaran	dʒ a dʒ a r a n
jaket	dʒ a k e t
jaksa	dʒ a ʔ s a
jakun	dʒ a k u n
jala	dʒ a l a
jalak	dʒ a l a ʔ
jalan	dʒ a l a n
jalanan	dʒ a l a n a n
jalang	dʒ a l a ŋ
jalani	dʒ a l a n i
jalankan	dʒ a l a n k a n
jalannya	dʒ a l a n ɲ a
jalanya	dʒ a l a ɲ a
jalar	dʒ a l a r
jalil	dʒ a l i l
jalin	dʒ a l i n
jalinan	dʒ a l i n a n
jalu	dʒ a l u
jalur	dʒ a l u r
jaluran	dʒ a l u r a n
jam	dʒ a m
jamah	dʒ a m a h
jamak	dʒ a m a ʔ
jamang	dʒ a m a ŋ
jambak	dʒ a m b a ʔ
jamban	dʒ a m b a n
jambang	dʒ a m b a ŋ
jambangan	dʒ a m b a ŋ a n
jambatan	dʒ a m b a t a n
jambek	dʒ a m b e ʔ
jambore	dʒ a m b o r e
jambu	dʒ a m b u
jambul	dʒ a m b u l
jamin	dʒ a m i n
jaminan	dʒ a m i n a n
jampi	dʒ a m p i
jamu	dʒ a m u
jamuan	dʒ a m u a n
jamur	dʒ a m u r
jamuran	dʒ a m u r a n
jana	dʒ a n a
janda	dʒ a n d a
jangan	dʒ a ŋ a n
jangankan	dʒ a ŋ a n k a n
jangat	dʒ a ŋ a t
janggal	dʒ a ŋ ɡ a l
janggut	dʒ a ŋ ɡ u t
jangka	dʒ a ŋ k a
jangkar	dʒ a ŋ k a r
jangkau	dʒ a ŋ k a u
jangkauan	dʒ a ŋ k a u a n
jangkit	dʒ a ŋ k i t
jangkitan	dʒ a ŋ k i t a n
jangkrik	dʒ a ŋ ʔ r i ʔ
jangkung	dʒ a ŋ k u ŋ
janin	dʒ a n i n
janji	dʒ a n dʒ i
janjinya	dʒ a n dʒ i ɲ a
jantan	dʒ a n t a n
jantung	dʒ a n t u ŋ
jantungnya	dʒ a n t u ŋ ɲ a
jara	dʒ a r a
jarah	dʒ a r a h
jarahan	dʒ a r a h a n
jarak	dʒ a r a ʔ
jarang	dʒ a r a ŋ
jari	dʒ a r i
jariah	dʒ a r i a h
jaring	dʒ a r i ŋ
jaringan	dʒ a r i ŋ a n
jarinya	dʒ a r i ɲ a
jarum	dʒ a r u m
jas	dʒ a s
jasa	dʒ a s a
jasad	dʒ a s a d
jasanya	dʒ a s a ɲ a
jasmani	dʒ a s m a n i
jasmaniah	dʒ a s m a n i a h
jatah	dʒ a t a h
jati	dʒ a t i
jatuh	dʒ a t u h
jatuhan	dʒ a t u h a n
jatuhkan	dʒ a t u h k a n
jatuhlah	dʒ a t u h l a h
jatuhnya	dʒ a t u h ɲ a
jauh	dʒ a u h
jauhnya	dʒ a u h ɲ a
jawa	dʒ a w a
jawab	dʒ a w a b
jawaban	dʒ a w a b a n
jawabku	dʒ a w a b k u
jawabnya	dʒ a w a b ɲ a
jawat	dʒ a w a t
jawatan	dʒ a w a t a n
jawi	dʒ a w i
jaya	dʒ a j a
jazirah	dʒ a z i r a h
jebak	dʒ ə b a ʔ
jebol	dʒ ə b o l
jeda	dʒ ə d a
jejak	dʒ ə dʒ a ʔ
jejaka	dʒ ə dʒ a k a
jejal	dʒ ə dʒ a l
jejari	dʒ ə dʒ a r i
jejas	dʒ ə dʒ a s
jela	dʒ e l a
jelaga	dʒ ə l a ɡ a
jelai	dʒ ə l a i
jelajah	dʒ ə l a dʒ a h
jelak	dʒ ə l a ʔ
jelang	dʒ ə l a ŋ
jelas	dʒ ə l a s
jelaskan	dʒ ə l a s k a n
jelasnya	dʒ ə l a s ɲ a
jelata	dʒ ə l a t a
jelek	dʒ ə l e ʔ
jeleknya	dʒ ə l e ʔ ɲ a
jeling	dʒ ə l i ŋ
jelir	dʒ ə l i r
jelita	dʒ ə l i t a
jelma	dʒ ə l m a
jelmaan	dʒ ə l m a ʔ a n
jem	dʒ e m
jemaah	dʒ ə m a ʔ a h
jemaat	dʒ ə m a ʔ a t
jemala	dʒ ə m a l a
jembatan	dʒ ə m b a t a n
jembel	dʒ e m b e l
jembut	dʒ ə m b u t
jempalitan	dʒ ə m p a l i t a n
jempol	dʒ ə m p o l
jemput	dʒ ə m p u t
jemputan	dʒ ə m p u t a n
jemu	dʒ ə m u
jemur	dʒ ə m u r
jenak	dʒ ə n a ʔ
jenaka	dʒ ə n a k a
jenama	dʒ ə n a m a
jenang	dʒ ə n a ŋ
jenayah	dʒ ə n a j a h
jenazah	dʒ ə n a z a h
jendela	dʒ ə n d e l a
jenderal	dʒ e n d ə r a l
jengger	dʒ e ŋ ɡ e r
jenggot	dʒ e ŋ ɡ o t
jengkal	dʒ ə ŋ k a l
jengkel	dʒ e ŋ k e l
jengki	dʒ e ŋ k i
jengkol	dʒ e ŋ k o l
jenguk	dʒ ə ŋ u ʔ
jenis	dʒ ə n i s
jenjang	dʒ ə n dʒ a ŋ
jentera	dʒ ə n t ə r a
jentik	dʒ ə n t i ʔ
jenuh	dʒ ə n u h
jepang	dʒ ə p a ŋ
jepit	dʒ ə p i t
jepitan	dʒ ə p i t a n
jepretan	dʒ ə p r e t a n
jepun	dʒ ə p u n
jera	dʒ ə r a
jerah	dʒ ə r a h
jeram	dʒ ə r a m
jerami	dʒ ə r a m i
jerang	dʒ ə r a ŋ
jerangan	dʒ ə r a ŋ a n
jerat	dʒ ə r a t
jerawat	dʒ ə r a w a t
jerejak	dʒ ə r ə dʒ a ʔ
jerih	dʒ ə r i h
jeriken	dʒ e r i k e n
jering	dʒ ə r i ŋ
jerit	dʒ ə r i t
jeritan	dʒ ə r i t a n
jerjak	dʒ ə r dʒ a ʔ
jernih	dʒ ə r n i h
jeroan	dʒ ə r o a n
jeruji	dʒ ə r u dʒ i
jeruk	dʒ ə r u ʔ
jet	dʒ e t
jeti	dʒ e t i
jihad	dʒ i h a d
jijik	dʒ i dʒ i ʔ
jika	dʒ i k a
jikalau	dʒ i k a l a u
jilat	dʒ i l a t
jilid	dʒ i l i d
jimak	dʒ i m a ʔ
jimat	dʒ i m a t
jin	dʒ i n
jinak	dʒ i n a ʔ
jing	dʒ i ŋ
jingga	dʒ i ŋ ɡ a
jingkat	dʒ i ŋ k a t
jingkrak	dʒ i ŋ ʔ r a ʔ
jinjang	dʒ i n dʒ a ŋ
jintan	dʒ i n t a n
jip	dʒ i p
jiran	dʒ i r a n
jirus	dʒ i r u s
jisim	dʒ i s i m
jitu	dʒ i t u
jiwa	dʒ i w a
jiwaku	dʒ i w a k u
jiwanya	dʒ i w a ɲ a
jodoh	dʒ o d o h
joget	dʒ o ɡ e t
joging	dʒ o ɡ i ŋ
johan	dʒ o h a n
johar	dʒ o h a r
johari	dʒ o h a r i
joki	dʒ o k i
joli	dʒ o l i
jolok	dʒ o l o ʔ
jolong	dʒ o l o ŋ
jompo	dʒ o m p o
jong	dʒ o ŋ
jongkang	dʒ o ŋ k a ŋ
jongket	dʒ o ŋ k e t
jongkit	dʒ o ŋ k i t
jongkok	dʒ o ŋ k o ʔ
jongos	dʒ o ŋ o s
joran	dʒ o r a n
jorok	dʒ o r o ʔ
jorong	dʒ o r o ŋ
jotos	dʒ o t o s
jua	dʒ u a
juadah	dʒ u a d a h
jual	dʒ u a l
jualan	dʒ u a l a n
juan	dʒ u a n
juang	dʒ u a ŋ
juara	dʒ u a r a
jubah	dʒ u b a h
judi	dʒ u d i
judul	dʒ u d u l
juga	dʒ u ɡ a
juita	dʒ u i t a
jujitsu	dʒ u dʒ i t s u
jujur	dʒ u dʒ u r
jujuran	dʒ u dʒ u r a n
julai	dʒ u l a i
julang	dʒ u l a ŋ
julat	dʒ u l a t
juling	dʒ u l i ŋ
juluk	dʒ u l u ʔ
julukan	dʒ u l u k a n
julung	dʒ u l u ŋ
julur	dʒ u l u r
jumaah	dʒ u m a ʔ a h
jumaat	dʒ u m a ʔ a t
jumbai	dʒ u m b a i
jumlah	dʒ u m l a h
jumlahnya	dʒ u m l a h ɲ a
jumpa	dʒ u m p a
jun	dʒ u n
jung	dʒ u ŋ
jungkat	dʒ u ŋ k a t
jungkir	dʒ u ŋ k i r
jungkit	dʒ u ŋ k i t
junjung	dʒ u n dʒ u ŋ
junjungan	dʒ u n dʒ u ŋ a n
juntai	dʒ u n t a i
jurai	dʒ u r a i
jurang	dʒ u r a ŋ
juri	dʒ u r i
jurnal	dʒ u r n a l
jurnalis	dʒ u r n a l i s
jurnalistik	dʒ u r n a l i s t i ʔ
juru	dʒ u r u
jururawat	dʒ u r u r a w a t
jurus	dʒ u r u s
jurusan	dʒ u r u s a n
juruterbang	dʒ u r u t ə r b a ŋ
jus	dʒ u s
justru	dʒ u s t r u
juta	dʒ u t a
jutaan	dʒ u t a ʔ a n
jutawan	dʒ u t a w a n
juwita	dʒ u w i t a
kabar	k a b a r
kabaret	k a b a r e t
kabarkan	k a b a r k a n
kabarnya	k a b a r ɲ a
kabel	k a b ə l
kabin	k a b i n
kabinet	k a b i n e t
kabisat	k a b i s a t
kabul	k a b u l
kabung	k a b u ŋ
kabupaten	k a b u p a t e n
kabur	k a b u r
kabus	k a b u s
kabut	k a b u t
kaca	k a tʃ a
kacak	k a tʃ a ʔ
kacamata	k a tʃ a m a t a
kacang	k a tʃ a ŋ
kacangan	k a tʃ a ŋ a n
kacau	k a tʃ a u
kacaukan	k a tʃ a u k a n
kaci	k a tʃ i
kacir	k a tʃ i r
kacuk	k a tʃ u ʔ
kacung	k a tʃ u ŋ
kad	k a d
kada	k a d a
kadal	k a d a l
kadaluwarsa	k a d a l u w a r s a
kadang	k a d a ŋ
kadar	k a d a r
kadarnya	k a d a r ɲ a
kadas	k a d a s
kadaster	k a d a s t ə r
kader	k a d ə r
kadet	k a d e t
kadi	k a d i
kadir	k a d i r
kadmium	k a d m i u m
kado	k a d o
kaedah	k a e d a h
kafan	k a f a n
kafe	k a f e
kafetaria	k a f e t a r i a
kafilah	k a f i l a h
kafir	k a f i r
kagak	k a ɡ a ʔ
kaget	k a ɡ e t
kagok	k a ɡ o ʔ
kagum	k a ɡ u m
kahang	k a h a ŋ
kahwa	k a h w a
kahwin	k a h w i n
kaidah	k a i d a h
kail	k a i l
kailan	k a i l a n
kailnya	k a i l ɲ a
kain	k a i n
kais	k a i s
kaisar	k a i s a r
kait	k a i t
kaitan	k a i t a n
kajang	k a dʒ a ŋ
kaji	k a dʒ i
kajian	k a dʒ i a n
kakak	k a k a ʔ
kakaknya	k a k a ʔ ɲ a
kakanda	k a k a n d a
kakang	k a k a ŋ
kakap	k a k a p
kakek	k a k e ʔ
kaki	k a k i
kakinya	k a k i ɲ a
kaktus	k a ʔ t u s
kaku	k a k u
kakus	k a k u s
kala	k a l a
kalah	k a l a h
kalajengking	k a l a dʒ ə ŋ k i ŋ
kalakian	k a l a k i a n
kalam	k a l a m
kalang	k a l a ŋ
kalangan	k a l a ŋ a n
kalanya	k a l a ɲ a
kalap	k a l a p
kalau	k a l a u
kalbu	k a l b u
kaldu	k a l d u
kaleidoskop	k a l e i d o s k o p
kalender	k a l e n d ə r
kaleng	k a l e ŋ
kali	k a l i
kalian	k a l i a n
kaliber	k a l i b ə r
kalibrasi	k a l i b r a s i
kaligrafi	k a l i ɡ r a f i
kalimah	k a l i m a h
kalimat	k a l i m a t
kalimatnya	k a l i m a t ɲ a
kalinya	k a l i ɲ a
kalis	k a l i s
kalium	k a l i u m
kalkulasi	k a l k u l a s i
kalkulus	k a l k u l u s
kalkun	k a l k u n
kalong	k a l o ŋ
kalori	k a l o r i
kalsium	k a l s i u m
kalui	k a l u i
kalung	k a l u ŋ
kalut	k a l u t
kamal	k a m a l
kamar	k a m a r
kamariah	k a m a r i a h
